VehicleNumber,Lines,Lat,Lon,Time
4116,4,52.271393,20.975359,2025-01-20 21:24:40
4118,4,52.31112,21.012966,2025-01-20 21:24:44
4201,14,52.219402,21.018139,2025-01-20 21:24:49
4202,16,52.194103,21.02427,2025-01-20 21:24:48
4203,2,52.29145,20.929466,2025-01-20 21:24:44
4204,2,52.29459,20.931566,2025-01-20 21:24:40
4213,11,52.228825,21.001266,2025-01-20 21:24:50
4215,16,52.229313,21.012081,2025-01-20 21:24:50
4217,16,52.188507,21.048664,2025-01-20 21:24:42
4218,16,52.18659,21.000893,2025-01-20 21:24:46
4219,14,52.1754,21.062565,2025-01-20 21:24:49
4223,16,52.253273,20.997993,2025-01-20 21:24:52
4226,16,52.16078,21.07185,2025-01-20 21:24:51
4227,16,52.162994,21.07054,2025-01-20 21:24:27
4228,14,52.209747,21.021202,2025-01-20 21:24:46
4229,11,52.22465,20.93128,2025-01-20 21:24:50
4230,14,52.20993,20.98209,2025-01-20 21:24:46
4231,16,52.26951,20.953003,2025-01-20 21:24:48
4232,11,52.206875,21.030312,2025-01-20 21:24:48
4233,14,52.219,20.984814,2025-01-20 21:24:47
4234,14,52.188908,21.008894,2025-01-20 21:24:51
4235,16,52.22254,21.016298,2025-01-20 21:24:49
4236,16,52.181473,21.056156,2025-01-20 21:24:48
4237,16,52.191895,21.045172,2025-01-20 21:24:49
4239,11,52.18656,21.000721,2025-01-20 21:24:49
4240,11,52.186516,21.000513,2025-01-20 21:24:48
4246,11,52.186935,21.000832,2025-01-20 21:24:45
4248,16,52.187553,21.000103,2025-01-20 21:24:46
4249,16,52.2295,20.97956,2025-01-20 21:24:48
4253,11,52.18654,21.000505,2025-01-20 21:24:48
4254,16,52.26457,20.970661,2025-01-20 21:24:48
4255,14,52.18636,21.000704,2025-01-20 21:24:46
4258,14,52.192417,21.044628,2025-01-20 21:24:48
4259,16,52.27112,20.94377,2025-01-20 21:24:49
4261,17,52.30498,20.947346,2025-01-20 21:24:47
4263,16,52.18735,20.999233,2025-01-20 21:24:50
4265,14,52.157528,21.0758,2025-01-20 21:24:50
4266,16,52.242493,21.00383,2025-01-20 21:24:48
4267,16,52.186333,21.000826,2025-01-20 21:24:50
4271,16,52.15723,21.076109,2025-01-20 21:24:42
4272,16,52.206882,21.030163,2025-01-20 21:24:48
4273,2,52.341457,20.950525,2025-01-20 21:24:37
4278,33,52.299904,20.931122,2025-01-20 21:24:22
4279,17,52.229874,21.000505,2025-01-20 21:24:44
4281,16,52.2079,21.027777,2025-01-20 21:24:47
4282,33,52.291958,20.928486,2025-01-20 21:24:49
4284,2,52.317677,20.962923,2025-01-20 21:24:45
4285,17,52.297867,20.94294,2025-01-20 21:24:42
1276,28,52.299824,20.928366,2025-01-20 21:25:46
1284,28,52.238777,20.90084,2025-01-20 21:25:47
1290,33,52.266357,20.964725,2025-01-20 21:25:44
1300,22,52.26744,20.960537,2025-01-20 21:25:44
1306,7,52.247246,21.047096,2025-01-20 21:25:37
1310,28,52.29892,20.928741,2025-01-20 21:25:44
1314,28,52.23973,20.913034,2025-01-20 21:25:47
1318,18,52.25405,20.997765,2025-01-20 21:25:45
1330,17,52.34067,20.950191,2025-01-20 21:25:44
1336,28,52.25584,20.981964,2025-01-20 21:25:40
1346,28,52.27308,20.935171,2025-01-20 21:25:46
1356,28,52.26408,20.92847,2025-01-20 21:25:46
1360,33,52.209694,21.007355,2025-01-20 21:25:47
1362,18,52.228554,21.012535,2025-01-20 21:25:29
1364,26,52.262978,20.926847,2025-01-20 21:25:48
1366,22,52.299248,20.934021,2025-01-20 21:25:45
1368,33,52.255444,20.982208,2025-01-20 21:25:46
1372,33,52.292072,20.930223,2025-01-20 21:25:46
1380,33,52.271885,20.944517,2025-01-20 21:25:44
1381,7,52.21173,20.977139,2025-01-20 21:25:42
1390,1,52.210003,20.9809,2025-01-20 21:25:45
1392,26,52.223522,20.929373,2025-01-20 21:25:41
1420,28,52.256454,21.056297,2025-01-20 21:25:39
1428,3,52.245365,21.083326,2025-01-20 21:25:46
1434,22,52.232048,21.022005,2025-01-20 21:25:47
1438,4,52.277805,21.028032,2025-01-20 21:25:43
1466,15,52.1869,21.000065,2025-01-20 21:25:48
2008,26,52.304836,21.024942,2025-01-20 21:25:45
2010,25,52.232338,20.970304,2025-01-20 21:25:14
2014,25,52.231716,20.968903,2025-01-20 21:25:44
2016,25,52.300392,21.022549,2025-01-20 21:25:46
2022,22,52.22989,20.984835,2025-01-20 21:25:43
2028,24,52.23195,20.972143,2025-01-20 21:25:45
2030,25,52.231674,20.970058,2025-01-20 21:25:43
2032,23,52.23255,20.971342,2025-01-20 21:25:43
2034,24,52.24708,20.947805,2025-01-20 21:25:43
2040,26,52.246185,21.069838,2025-01-20 21:25:47
2044,26,52.231956,20.971672,2025-01-20 21:25:35
2050,20,52.241966,20.993837,2025-01-20 21:25:43
2054,1,52.23761,20.979362,2025-01-20 21:25:39
2056,22,52.23419,20.973257,2025-01-20 21:25:40
2062,4,52.188805,21.02471,2025-01-20 21:25:41
2066,20,52.24673,20.9395,2025-01-20 21:25:46
2068,23,52.2319,20.97172,2025-01-20 21:25:45
2070,25,52.231956,20.972088,2025-01-20 21:25:41
2078,4,52.168087,21.016003,2025-01-20 21:25:41
2084,18,52.1866,21.000042,2025-01-20 21:25:45
2090,15,52.211586,20.977064,2025-01-20 21:25:46
2092,18,52.211082,21.02062,2025-01-20 21:25:47
2096,4,52.232914,21.010067,2025-01-20 21:25:41
2100,18,52.182457,21.002232,2025-01-20 21:25:25
2122,10,52.18629,21.00019,2025-01-20 21:25:46
2130,4,52.1864,21.00004,2025-01-20 21:25:41
2134,15,52.186707,21.000286,2025-01-20 21:25:44
2140,20,52.263382,20.899765,2025-01-20 21:25:45
2144,23,52.26021,20.92484,2025-01-20 21:25:47
2148,25,52.30572,21.024292,2025-01-20 21:25:44
2154,25,52.304577,21.025072,2025-01-20 21:25:47
2158,25,52.305016,21.024725,2025-01-20 21:25:43
3002,25,52.255913,21.055384,2025-01-20 21:25:43
3003,7,52.226578,20.99627,2025-01-20 21:25:41
3006,6,52.260082,21.006958,2025-01-20 21:25:44
3011,6,52.23788,21.12028,2025-01-20 21:25:46
3014,28,52.252842,21.049952,2025-01-20 21:25:42
3016,9,52.2492,21.043583,2025-01-20 21:25:45
3017,28,52.252956,21.050241,2025-01-20 21:25:48
3019,25,52.257042,21.055779,2025-01-20 21:25:45
3023,22,52.241997,20.977982,2025-01-20 21:25:42
3026,22,52.234264,21.03294,2025-01-20 21:25:46
3028,22,52.25707,21.055212,2025-01-20 21:25:44
3030,6,52.24452,21.092714,2025-01-20 21:25:40
3103,17,52.272808,20.971815,2025-01-20 21:25:41
3106,17,52.187527,21.000738,2025-01-20 21:25:40
3107,15,52.23263,21.010063,2025-01-20 21:25:45
3108,17,52.234043,20.997932,2025-01-20 21:25:47
3110,17,52.1819,20.988852,2025-01-20 21:25:43
3112,15,52.205616,20.971876,2025-01-20 21:25:47
3113,17,52.18687,21.000618,2025-01-20 21:25:45
3116,9,52.231796,21.020828,2025-01-20 21:25:42
3118,7,52.25616,21.055874,2025-01-20 21:25:42
3119,10,52.168182,21.016397,2025-01-20 21:25:44
3121,9,52.244568,21.085009,2025-01-20 21:25:46
3122,1,52.261093,21.010248,2025-01-20 21:25:46
3123,26,52.239494,20.98628,2025-01-20 21:25:45
3125,10,52.238777,20.9009,2025-01-20 21:25:46
3128,17,52.272194,20.97178,2025-01-20 21:25:34
3134,18,52.214905,21.020758,2025-01-20 21:25:44
3135,9,52.244453,21.093086,2025-01-20 21:25:45
3136,1,52.298553,21.02185,2025-01-20 21:25:46
3139,33,52.223743,21.004417,2025-01-20 21:25:15
3140,3,52.298534,21.021797,2025-01-20 21:25:44
3141,9,52.229736,21.011156,2025-01-20 21:25:42
3148,26,52.23273,20.972433,2025-01-20 21:25:26
3151,1,52.248154,20.978983,2025-01-20 21:25:45
3152,1,52.293205,21.02733,2025-01-20 21:25:44
3154,24,52.227894,21.002605,2025-01-20 21:25:43
3156,26,52.226765,20.944954,2025-01-20 21:25:40
3159,3,52.304638,21.025242,2025-01-20 21:25:41
3160,9,52.176136,20.943647,2025-01-20 21:25:38
3163,33,52.206997,21.002737,2025-01-20 21:25:46
3164,20,52.24758,20.923512,2025-01-20 21:25:46
3165,22,52.271023,20.943722,2025-01-20 21:25:40
3171,1,52.304356,21.028015,2025-01-20 21:25:43
3172,24,52.25247,20.913813,2025-01-20 21:25:46
3173,26,52.281273,20.924345,2025-01-20 21:25:40
3174,24,52.23824,21.118734,2025-01-20 21:25:37
3175,23,52.237274,20.98062,2025-01-20 21:25:44
3176,1,52.256134,21.054598,2025-01-20 21:25:47
3178,33,52.250027,20.98655,2025-01-20 21:25:44
3180,3,52.238186,21.118752,2025-01-20 21:25:42
3183,23,52.231857,20.972494,2025-01-20 21:25:46
3184,10,52.21795,21.019085,2025-01-20 21:25:40
3185,10,52.225227,20.935827,2025-01-20 21:25:46
3186,9,52.187237,21.000612,2025-01-20 21:25:45
3187,24,52.23356,20.97397,2025-01-20 21:24:18
3188,24,52.23278,20.972908,2025-01-20 21:25:44
3189,1,52.26891,21.037367,2025-01-20 21:25:42
3190,1,52.30434,21.025545,2025-01-20 21:25:42
3194,10,52.167778,21.01555,2025-01-20 21:25:15
3195,20,52.23348,20.968374,2025-01-20 21:25:45
3196,1,52.254898,20.983454,2025-01-20 21:25:44
3198,1,52.28471,21.033133,2025-01-20 21:25:44
3199,1,52.22275,20.986761,2025-01-20 21:25:44
3200,26,52.22274,20.917128,2025-01-20 21:25:42
3202,33,52.2758,20.937742,2025-01-20 21:25:46
3203,1,52.25611,21.052921,2025-01-20 21:25:42
3206,9,52.255695,21.054476,2025-01-20 21:25:43
3207,1,52.25592,21.053802,2025-01-20 21:25:43
3209,24,52.240173,21.06184,2025-01-20 21:25:40
3210,20,52.25652,21.0559,2025-01-20 21:25:40
3212,1,52.30418,21.025143,2025-01-20 21:25:44
3213,1,52.209816,20.982042,2025-01-20 21:25:48
3214,26,52.282364,20.920204,2025-01-20 21:25:40
3215,3,52.299408,21.022034,2025-01-20 21:25:33
3216,9,52.175888,20.9437,2025-01-20 21:25:45
3220,22,52.244637,21.084873,2025-01-20 21:25:45
3222,33,52.18659,21.000633,2025-01-20 21:25:45
3223,10,52.186565,21.024706,2025-01-20 21:25:47
3224,7,52.179886,20.94787,2025-01-20 21:25:39
3226,22,52.253,20.98116,2025-01-20 21:25:46
3229,9,52.21236,20.977694,2025-01-20 21:25:45
3231,9,52.23818,21.118843,2025-01-20 21:25:44
3233,26,52.23958,20.913065,2025-01-20 21:25:41
3236,17,52.306202,21.023949,2025-01-20 21:25:44
3237,7,52.175964,20.943903,2025-01-20 21:25:46
3242,15,52.220142,21.008707,2025-01-20 21:25:38
3243,10,52.221123,21.004845,2025-01-20 21:25:43
3245,17,52.208847,21.00772,2025-01-20 21:25:43
3246,17,52.181835,20.98874,2025-01-20 21:25:32
3247,18,52.1902,21.024536,2025-01-20 21:25:43
3248,15,52.176025,20.943872,2025-01-20 21:25:48
3249,9,52.18693,21.00067,2025-01-20 21:25:44
3250,9,52.186054,20.998617,2025-01-20 21:25:48
3251,17,52.196045,21.001776,2025-01-20 21:25:42
3252,9,52.186333,21.000599,2025-01-20 21:25:47
3253,26,52.247524,21.049131,2025-01-20 21:25:46
3257,24,52.243954,21.095655,2025-01-20 21:25:45
3259,3,52.273853,21.031689,2025-01-20 21:25:46
3260,9,52.240486,21.06268,2025-01-20 21:25:44
3261,24,52.260155,20.924904,2025-01-20 21:25:46
3262,1,52.219078,20.984638,2025-01-20 21:25:41
3265,1,52.30461,21.025202,2025-01-20 21:25:43
3266,25,52.231552,20.969496,2025-01-20 21:25:44
3267,9,52.22502,20.98977,2025-01-20 21:25:45
3268,9,52.19706,20.964245,2025-01-20 21:25:44
3271,15,52.275253,20.980537,2025-01-20 21:25:44
3273,26,52.244724,21.084929,2025-01-20 21:25:44
3275,9,52.20104,21.0006,2025-01-20 21:25:45
3276,9,52.236805,21.045221,2025-01-20 21:25:44
3277,18,52.181725,20.98901,2025-01-20 21:25:45
3278,26,52.238873,20.984602,2025-01-20 21:25:41
3279,1,52.29858,21.02209,2025-01-20 21:25:42
3280,22,52.271397,20.944008,2025-01-20 21:25:40
3285,33,52.206722,21.002691,2025-01-20 21:25:36
3287,26,52.292095,20.930109,2025-01-20 21:25:42
3288,23,52.232758,20.971909,2025-01-20 21:25:45
3289,20,52.232456,20.970781,2025-01-20 21:25:47
3291,23,52.260185,21.04287,2025-01-20 21:25:45
3293,23,52.255035,21.034573,2025-01-20 21:25:46
3294,24,52.22696,20.98744,2025-01-20 21:25:40
3603,17,52.186325,21.000793,2025-01-20 21:25:48
3604,31,52.18661,21.000732,2025-01-20 21:25:46
3606,31,52.22022,21.005487,2025-01-20 21:25:50
3611,9,52.186604,21.000813,2025-01-20 21:25:47
3613,17,52.261654,20.980312,2025-01-20 21:25:48
3614,31,52.18368,21.002138,2025-01-20 21:25:48
3620,10,52.226612,20.943836,2025-01-20 21:25:50
3622,31,52.18196,20.98891,2025-01-20 21:25:48
3626,33,52.23821,20.996178,2025-01-20 21:25:49
3627,18,52.290947,21.002193,2025-01-20 21:25:49
3628,2,52.31854,20.952715,2025-01-20 21:25:47
3631,18,52.271587,21.015762,2025-01-20 21:25:49
3637,24,52.236713,20.979397,2025-01-20 21:25:48
3640,11,52.233936,20.972992,2025-01-20 21:25:46
3643,11,52.226345,20.941631,2025-01-20 21:25:49
3644,11,52.23284,20.97306,2025-01-20 21:25:48
3645,11,52.207058,21.047848,2025-01-20 21:25:50
3646,11,52.23263,20.97222,2025-01-20 21:25:43
3647,23,52.24441,20.965942,2025-01-20 21:25:48
3649,17,52.181435,20.98918,2025-01-20 21:25:48
3802,27,52.22476,20.93123,2025-01-20 21:25:48
3804,20,52.25209,21.028463,2025-01-20 21:25:49
3805,20,52.29035,21.002287,2025-01-20 21:25:49
3806,27,52.259113,20.981052,2025-01-20 21:25:45
3813,27,52.266033,20.977345,2025-01-20 21:25:48
3816,20,52.29058,21.001999,2025-01-20 21:25:48
3817,27,52.232002,20.973412,2025-01-20 21:25:48
3819,27,52.229652,20.951572,2025-01-20 21:25:50
3821,27,52.22669,20.944422,2025-01-20 21:25:49
3822,13,52.233543,20.973108,2025-01-20 21:25:46
3823,13,52.23216,20.97342,2025-01-20 21:25:49
4001,6,52.29911,20.931395,2025-01-20 21:25:49
4005,6,52.29949,20.931658,2025-01-20 21:25:18
4007,6,52.271896,20.973312,2025-01-20 21:25:26
4008,15,52.229523,21.01195,2025-01-20 21:25:47
4010,6,52.29204,20.948439,2025-01-20 21:25:44
4011,15,52.274883,20.979649,2025-01-20 21:25:44
4012,6,52.292107,20.929914,2025-01-20 21:25:45
4014,6,52.29867,20.942196,2025-01-20 21:25:34
4015,28,52.258263,20.995707,2025-01-20 21:25:47
4016,6,52.25572,21.033903,2025-01-20 21:25:41
4019,23,52.260387,20.925037,2025-01-20 21:25:43
4102,4,52.212364,21.020716,2025-01-20 21:25:46
4104,17,52.187424,21.00207,2025-01-20 21:25:46
4105,4,52.2468,21.014734,2025-01-20 21:25:42
4106,4,52.299877,21.02224,2025-01-20 21:25:45
4108,17,52.2494,20.9871,2025-01-20 21:25:43
4114,17,52.34055,20.949736,2025-01-20 21:25:43
4115,4,52.214134,21.021294,2025-01-20 21:25:41
4116,4,52.272106,20.972605,2025-01-20 21:25:40
4118,4,52.31112,21.012966,2025-01-20 21:25:45
4201,14,52.21992,21.016033,2025-01-20 21:25:45
4202,16,52.191032,21.024517,2025-01-20 21:25:48
4203,2,52.29267,20.929625,2025-01-20 21:25:45
4204,2,52.2917,20.928831,2025-01-20 21:25:42
4207,2,52.34146,20.950457,2025-01-20 21:25:47
4213,11,52.23257,20.998692,2025-01-20 21:25:45
4215,16,52.232044,21.010773,2025-01-20 21:25:47
4217,16,52.186527,21.050753,2025-01-20 21:25:43
4218,16,52.18659,21.00089,2025-01-20 21:25:47
4219,14,52.17903,21.058725,2025-01-20 21:25:49
4223,16,52.25386,20.994516,2025-01-20 21:25:49
4226,16,52.16425,21.070114,2025-01-20 21:25:46
4227,16,52.16063,21.071955,2025-01-20 21:25:27
4228,14,52.208244,21.021772,2025-01-20 21:25:47
4229,11,52.22465,20.93128,2025-01-20 21:25:45
4230,14,52.209927,20.982086,2025-01-20 21:25:46
4231,16,52.268078,20.958094,2025-01-20 21:25:48
4232,11,52.207054,21.032618,2025-01-20 21:25:43
4233,14,52.219215,20.98883,2025-01-20 21:25:47
4234,14,52.188843,21.004639,2025-01-20 21:25:46
4235,16,52.220657,21.017416,2025-01-20 21:25:44
4236,16,52.181587,21.056051,2025-01-20 21:25:44
4237,16,52.19384,21.043097,2025-01-20 21:25:46
4239,11,52.18656,21.000721,2025-01-20 21:25:45
4240,11,52.186516,21.000513,2025-01-20 21:25:48
4246,11,52.18694,21.00083,2025-01-20 21:25:45
4248,16,52.187553,21.000097,2025-01-20 21:25:47
4249,16,52.230045,20.98315,2025-01-20 21:25:47
4253,11,52.186543,21.000504,2025-01-20 21:25:48
4254,16,52.266403,20.964037,2025-01-20 21:25:48
4255,14,52.18641,21.000742,2025-01-20 21:25:42
4258,14,52.190434,21.04665,2025-01-20 21:25:48
4259,16,52.27112,20.94377,2025-01-20 21:25:49
4261,17,52.30207,20.94067,2025-01-20 21:25:43
4263,16,52.18715,20.99924,2025-01-20 21:25:46
4265,14,52.15744,21.07582,2025-01-20 21:25:48
4266,16,52.238777,21.006207,2025-01-20 21:25:48
4267,16,52.186348,21.00088,2025-01-20 21:25:45
4271,16,52.157253,21.076094,2025-01-20 21:25:37
4272,16,52.20683,21.030594,2025-01-20 21:25:43
4273,2,52.34141,20.950508,2025-01-20 21:25:44
4278,33,52.299904,20.931126,2025-01-20 21:25:22
4279,17,52.228138,21.001701,2025-01-20 21:25:45
4281,16,52.211277,21.022793,2025-01-20 21:25:42
4282,33,52.291363,20.929424,2025-01-20 21:25:49
4284,2,52.315914,20.966312,2025-01-20 21:25:45
4285,17,52.301758,20.940737,2025-01-20 21:25:42
1276,28,52.299816,20.928366,2025-01-20 21:26:52
1284,28,52.238777,20.900845,2025-01-20 21:26:52
1290,33,52.266857,20.962982,2025-01-20 21:26:55
1300,22,52.268215,20.957766,2025-01-20 21:26:55
1306,7,52.24829,21.046164,2025-01-20 21:26:38
1310,28,52.300056,20.930841,2025-01-20 21:26:50
1314,28,52.24289,20.91243,2025-01-20 21:26:53
1318,18,52.256306,20.999763,2025-01-20 21:26:52
1330,17,52.34067,20.950191,2025-01-20 21:26:55
1336,28,52.259212,20.981071,2025-01-20 21:26:51
1346,28,52.270714,20.933708,2025-01-20 21:26:54
1356,28,52.269333,20.93299,2025-01-20 21:26:52
1360,33,52.207497,21.007576,2025-01-20 21:26:52
1362,18,52.22816,21.01282,2025-01-20 21:26:29
1364,26,52.26175,20.92531,2025-01-20 21:26:54
1366,22,52.29946,20.933584,2025-01-20 21:26:55
1368,33,52.25477,20.98246,2025-01-20 21:26:53
1372,33,52.292095,20.930155,2025-01-20 21:26:47
1380,33,52.27032,20.950054,2025-01-20 21:26:55
1381,7,52.2146,20.979637,2025-01-20 21:26:55
1390,1,52.209785,20.981596,2025-01-20 21:26:50
1392,26,52.222015,20.922935,2025-01-20 21:26:52
1420,28,52.256218,21.056118,2025-01-20 21:26:51
1428,3,52.245224,21.085495,2025-01-20 21:26:51
1434,22,52.234043,21.031662,2025-01-20 21:26:52
1438,4,52.28098,21.026442,2025-01-20 21:26:50
1466,15,52.18691,21.000065,2025-01-20 21:26:53
2008,26,52.304832,21.024942,2025-01-20 21:26:51
2010,25,52.232452,20.97077,2025-01-20 21:26:14
2014,25,52.231636,20.968964,2025-01-20 21:26:55
2016,25,52.301792,21.026333,2025-01-20 21:26:52
2022,22,52.23035,20.9844,2025-01-20 21:26:51
2028,24,52.23195,20.972143,2025-01-20 21:26:52
2030,25,52.231846,20.970156,2025-01-20 21:26:53
2032,23,52.23274,20.972393,2025-01-20 21:26:49
2034,24,52.246796,20.94171,2025-01-20 21:26:49
2040,26,52.246597,21.063663,2025-01-20 21:26:53
2044,26,52.231953,20.971676,2025-01-20 21:26:52
2050,20,52.2446,21.002012,2025-01-20 21:26:53
2054,1,52.239464,20.977732,2025-01-20 21:26:51
2056,22,52.234188,20.973255,2025-01-20 21:26:51
2062,4,52.189594,21.024637,2025-01-20 21:26:51
2066,20,52.246727,20.939243,2025-01-20 21:26:52
2068,23,52.2319,20.971722,2025-01-20 21:26:53
2070,25,52.231953,20.97209,2025-01-20 21:26:52
2078,4,52.168102,21.016006,2025-01-20 21:26:52
2084,18,52.1866,21.000046,2025-01-20 21:26:52
2090,15,52.209045,20.974901,2025-01-20 21:26:51
2092,18,52.209743,21.021145,2025-01-20 21:26:49
2096,4,52.236176,21.007984,2025-01-20 21:26:49
2100,18,52.185307,21.002134,2025-01-20 21:26:25
2122,10,52.186295,21.00019,2025-01-20 21:26:51
2130,4,52.186394,21.000032,2025-01-20 21:26:49
2134,15,52.186737,21.00031,2025-01-20 21:26:50
2140,20,52.263397,20.899736,2025-01-20 21:26:51
2144,23,52.26022,20.924805,2025-01-20 21:26:52
2148,25,52.30572,21.02429,2025-01-20 21:26:55
2154,25,52.304577,21.02507,2025-01-20 21:26:53
2158,25,52.305016,21.024723,2025-01-20 21:26:54
3002,25,52.255825,21.054907,2025-01-20 21:26:51
3003,7,52.225166,20.990204,2025-01-20 21:26:50
3006,6,52.258774,21.00228,2025-01-20 21:26:49
3011,6,52.238224,21.119265,2025-01-20 21:26:53
3014,28,52.25085,21.045092,2025-01-20 21:26:49
3016,9,52.25014,21.043901,2025-01-20 21:26:51
3017,28,52.25285,21.04992,2025-01-20 21:26:53
3019,25,52.25675,21.056068,2025-01-20 21:26:50
3023,22,52.24545,20.977179,2025-01-20 21:26:53
3026,22,52.232704,21.025291,2025-01-20 21:26:53
3028,22,52.25716,21.055626,2025-01-20 21:26:52
3030,6,52.245163,21.086895,2025-01-20 21:26:45
3103,17,52.272808,20.971815,2025-01-20 21:26:53
3106,17,52.187527,21.00074,2025-01-20 21:26:49
3107,15,52.230125,21.011566,2025-01-20 21:26:52
3108,17,52.23829,20.996187,2025-01-20 21:26:52
3110,17,52.1819,20.988852,2025-01-20 21:26:53
3112,15,52.20561,20.971886,2025-01-20 21:26:53
3113,17,52.18687,21.000616,2025-01-20 21:26:51
3116,9,52.230267,21.01359,2025-01-20 21:26:53
3118,7,52.256218,21.055864,2025-01-20 21:26:50
3119,10,52.16812,21.015957,2025-01-20 21:26:52
3121,9,52.24457,21.084963,2025-01-20 21:26:52
3122,1,52.25949,21.005104,2025-01-20 21:26:52
3123,26,52.237217,20.980694,2025-01-20 21:26:51
3125,10,52.238754,20.900946,2025-01-20 21:26:52
3128,17,52.271587,20.97367,2025-01-20 21:26:34
3134,18,52.219463,21.018122,2025-01-20 21:26:52
3135,9,52.243595,21.097094,2025-01-20 21:26:53
3136,1,52.298553,21.02187,2025-01-20 21:26:52
3139,33,52.228466,21.001429,2025-01-20 21:26:15
3140,3,52.298515,21.021791,2025-01-20 21:26:50
3141,9,52.229763,21.01107,2025-01-20 21:26:53
3148,26,52.23273,20.972433,2025-01-20 21:25:26
3151,1,52.24429,20.977255,2025-01-20 21:26:48
3152,1,52.29695,21.024492,2025-01-20 21:26:50
3154,24,52.22783,21.002258,2025-01-20 21:26:48
3156,26,52.229694,20.951687,2025-01-20 21:26:50
3159,3,52.304638,21.025242,2025-01-20 21:26:48
3160,9,52.176136,20.943653,2025-01-20 21:26:45
3163,33,52.20702,21.002743,2025-01-20 21:26:52
3164,20,52.247047,20.930067,2025-01-20 21:26:52
3165,22,52.271046,20.943695,2025-01-20 21:26:52
3171,1,52.306633,21.026905,2025-01-20 21:26:49
3172,24,52.25081,20.916475,2025-01-20 21:26:51
3173,26,52.279175,20.931217,2025-01-20 21:26:48
3174,24,52.238243,21.118738,2025-01-20 21:26:37
3175,23,52.236477,20.978868,2025-01-20 21:26:51
3176,1,52.25617,21.054615,2025-01-20 21:26:52
3178,33,52.251484,20.985321,2025-01-20 21:26:49
3180,3,52.23833,21.118258,2025-01-20 21:26:49
3183,23,52.231895,20.972452,2025-01-20 21:26:52
3184,10,52.219917,21.017448,2025-01-20 21:26:45
3185,10,52.22603,20.938986,2025-01-20 21:26:51
3186,9,52.18725,21.000645,2025-01-20 21:26:51
3188,24,52.232807,20.972885,2025-01-20 21:26:19
3189,1,52.272537,21.033035,2025-01-20 21:26:49
3190,1,52.304344,21.025541,2025-01-20 21:26:49
3194,10,52.17018,21.018646,2025-01-20 21:26:17
3195,20,52.232063,20.968729,2025-01-20 21:26:50
3196,1,52.256256,20.986675,2025-01-20 21:26:51
3198,1,52.28174,21.02949,2025-01-20 21:26:51
3199,1,52.22075,20.98502,2025-01-20 21:26:50
3200,26,52.226574,20.91605,2025-01-20 21:26:49
3202,33,52.278557,20.932995,2025-01-20 21:26:52
3203,1,52.25702,21.054962,2025-01-20 21:26:53
3206,9,52.256233,21.05283,2025-01-20 21:26:50
3207,1,52.255875,21.053762,2025-01-20 21:26:54
3209,24,52.240776,21.0648,2025-01-20 21:26:45
3210,20,52.25629,21.055262,2025-01-20 21:26:45
3212,1,52.30418,21.025145,2025-01-20 21:26:52
3213,1,52.20981,20.982004,2025-01-20 21:26:51
3214,26,52.285156,20.923342,2025-01-20 21:26:45
3215,3,52.298786,21.021654,2025-01-20 21:26:49
3216,9,52.175884,20.943722,2025-01-20 21:26:52
3220,22,52.244633,21.084892,2025-01-20 21:26:46
3222,33,52.18656,21.000624,2025-01-20 21:26:51
3223,10,52.18364,21.0236,2025-01-20 21:26:54
3224,7,52.179066,20.94697,2025-01-20 21:26:51
3226,22,52.248695,20.979206,2025-01-20 21:26:52
3229,9,52.21494,20.979927,2025-01-20 21:26:55
3231,9,52.238182,21.118837,2025-01-20 21:26:50
3233,26,52.23821,20.913433,2025-01-20 21:26:54
3236,17,52.306213,21.023958,2025-01-20 21:26:55
3237,7,52.17641,20.944647,2025-01-20 21:26:52
3242,15,52.220024,21.01516,2025-01-20 21:26:49
3243,10,52.2202,21.005533,2025-01-20 21:26:49
3245,17,52.210308,21.007168,2025-01-20 21:26:49
3246,17,52.181843,20.988747,2025-01-20 21:26:50
3247,18,52.19004,21.024513,2025-01-20 21:26:49
3248,15,52.17602,20.943872,2025-01-20 21:26:53
3249,9,52.18693,21.00067,2025-01-20 21:26:50
3250,9,52.186054,20.998617,2025-01-20 21:26:54
3251,17,52.19114,21.001816,2025-01-20 21:26:54
3252,9,52.186344,21.00061,2025-01-20 21:26:53
3253,26,52.24701,21.057835,2025-01-20 21:26:52
3257,24,52.2445,21.092941,2025-01-20 21:26:52
3259,3,52.26978,21.036272,2025-01-20 21:26:52
3260,9,52.23901,21.055756,2025-01-20 21:26:50
3261,24,52.260155,20.924904,2025-01-20 21:26:49
3262,1,52.21907,20.984638,2025-01-20 21:26:47
3265,1,52.30461,21.025202,2025-01-20 21:26:49
3266,25,52.231537,20.969812,2025-01-20 21:26:51
3267,9,52.225048,20.989702,2025-01-20 21:26:50
3268,9,52.19344,20.960997,2025-01-20 21:26:50
3271,15,52.27524,20.980537,2025-01-20 21:26:50
3273,26,52.244675,21.084925,2025-01-20 21:26:51
3275,9,52.196735,21.001806,2025-01-20 21:26:56
3276,9,52.237988,21.050959,2025-01-20 21:26:51
3277,18,52.18172,20.98901,2025-01-20 21:26:49
3278,26,52.239628,20.98666,2025-01-20 21:26:52
3279,1,52.298576,21.0221,2025-01-20 21:26:49
3280,22,52.27139,20.943972,2025-01-20 21:26:45
3285,33,52.206745,21.002674,2025-01-20 21:26:36
